Series Name,Series Code,Country Name,Country Code,2022 [YR2022]
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Lesotho,LSO,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Liberia,LBR,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Libya,LBY,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Liechtenstein,LIE,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Lithuania,LTU,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Low & middle income,LMY,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Low income,LIC,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Lower middle income,LMC,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Luxembourg,LUX,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,"Macao SAR, China",MAC,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Madagascar,MDG,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Malawi,MWI,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Malaysia,MYS,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Maldives,MDV,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Mali,MLI,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Malta,MLT,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Marshall Islands,MHL,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Mauritania,MRT,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Mauritius,MUS,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Mexico,MEX,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,"Micronesia, Fed. Sts.",FSM,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Middle East & North Africa,MEA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Middle East & North Africa (excluding high income),MNA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Middle income,MIC,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Moldova,MDA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Monaco,MCO,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Mongolia,MNG,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Montenegro,MNE,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Morocco,MAR,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Mozambique,MOZ,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Myanmar,MMR,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Namibia,NAM,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Nauru,NRU,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Nepal,NPL,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Netherlands,NLD,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,New Caledonia,NCL,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,New Zealand,NZL,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Nicaragua,NIC,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Niger,NER,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Nigeria,NGA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,North America,NAC,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,North Macedonia,MKD,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Northern Mariana Islands,MNP,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Norway,NOR,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Not classified,INX,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,OECD members,OED,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Oman,OMN,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Other small states,OSS,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Pacific island small states,PSS,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Pakistan,PAK,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Palau,PLW,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Panama,PAN,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Papua New Guinea,PNG,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Paraguay,PRY,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Peru,PER,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Philippines,PHL,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Poland,POL,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Portugal,PRT,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Post-demographic dividend,PST,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Pre-demographic dividend,PRE,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Puerto Rico,PRI,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Qatar,QAT,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Romania,ROU,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Russian Federation,RUS,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Rwanda,RWA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Samoa,WSM,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,San Marino,SMR,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Sao Tome and Principe,STP,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Saudi Arabia,SAU,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Senegal,SEN,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Serbia,SRB,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Seychelles,SYC,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Sierra Leone,SLE,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Singapore,SGP,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Sint Maarten (Dutch part),SXM,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Slovak Republic,SVK,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Slovenia,SVN,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Small states,SST,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Solomon Islands,SLB,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Somalia,SOM,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,South Africa,ZAF,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,South Asia,SAS,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,South Asia (IDA & IBRD),TSA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,South Sudan,SSD,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Spain,ESP,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Sri Lanka,LKA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,St. Kitts and Nevis,KNA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,St. Lucia,LCA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,St. Martin (French part),MAF,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,St. Vincent and the Grenadines,VCT,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Sub-Saharan Africa,SSF,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Sub-Saharan Africa (excluding high income),SSA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Sudan,SDN,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Suriname,SUR,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Sweden,SWE,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Switzerland,CHE,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Syrian Arab Republic,SYR,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Tajikistan,TJK,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Tanzania,TZA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Thailand,THA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Timor-Leste,TLS,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Togo,TGO,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Tonga,TON,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Trinidad and Tobago,TTO,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Tunisia,TUN,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Turkiye,TUR,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Turkmenistan,TKM,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Turks and Caicos Islands,TCA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Tuvalu,TUV,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Uganda,UGA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Ukraine,UKR,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,United Arab Emirates,ARE,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,United Kingdom,GBR,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,United States,USA,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Upper middle income,UMC,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Uruguay,URY,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Uzbekistan,UZB,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Vanuatu,VUT,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,"Venezuela, RB",VEN,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Viet Nam,VNM,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Virgin Islands (U.S.),VIR,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,West Bank and Gaza,PSE,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,World,WLD,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,"Yemen, Rep.",YEM,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Zambia,ZMB,..
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,Zimbabwe,ZWE,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Afghanistan,AFG,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Africa Eastern and Southern,AFE,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Africa Western and Central,AFW,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Albania,ALB,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Algeria,DZA,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,American Samoa,ASM,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Andorra,AND,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Angola,AGO,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Antigua and Barbuda,ATG,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Arab World,ARB,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Argentina,ARG,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Armenia,ARM,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Aruba,ABW,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Australia,AUS,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Austria,AUT,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Azerbaijan,AZE,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,"Bahamas, The",BHS,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Bahrain,BHR,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Bangladesh,BGD,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Barbados,BRB,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Belarus,BLR,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Belgium,BEL,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Belize,BLZ,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Benin,BEN,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Bermuda,BMU,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Bhutan,BTN,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Bolivia,BOL,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Bosnia and Herzegovina,BIH,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Botswana,BWA,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Brazil,BRA,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,British Virgin Islands,VGB,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Brunei Darussalam,BRN,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Bulgaria,BGR,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Burkina Faso,BFA,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Burundi,BDI,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Cabo Verde,CPV,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Cambodia,KHM,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Cameroon,CMR,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Canada,CAN,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Caribbean small states,CSS,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Cayman Islands,CYM,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Central African Republic,CAF,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Central Europe and the Baltics,CEB,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Chad,TCD,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Channel Islands,CHI,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Chile,CHL,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,China,CHN,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Colombia,COL,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Comoros,COM,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,"Congo, Dem. Rep.",COD,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,"Congo, Rep.",COG,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Costa Rica,CRI,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Cote d'Ivoire,CIV,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Croatia,HRV,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Cuba,CUB,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Curacao,CUW,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Cyprus,CYP,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Czechia,CZE,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Denmark,DNK,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Djibouti,DJI,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Dominica,DMA,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Dominican Republic,DOM,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Early-demographic dividend,EAR,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,East Asia & Pacific,EAS,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,East Asia & Pacific (excluding high income),EAP,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Ecuador,ECU,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,"Egypt, Arab Rep.",EGY,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,El Salvador,SLV,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Equatorial Guinea,GNQ,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Eritrea,ERI,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Estonia,EST,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Eswatini,SWZ,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Ethiopia,ETH,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Euro area,EMU,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Europe & Central Asia,ECS,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Europe & Central Asia (excluding high income),ECA,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,European Union,EUU,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Faroe Islands,FRO,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Fiji,FJI,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Finland,FIN,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Fragile and conflict affected situations,FCS,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,France,FRA,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,French Polynesia,PYF,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Gabon,GAB,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,"Gambia, The",GMB,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Georgia,GEO,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Germany,DEU,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Ghana,GHA,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Gibraltar,GIB,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Greece,GRC,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Greenland,GRL,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Grenada,GRD,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Guam,GUM,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Guatemala,GTM,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Guinea,GIN,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Guinea-Bissau,GNB,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Guyana,GUY,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Haiti,HTI,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Heavily indebted poor countries (HIPC),HPC,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,High income,HIC,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Honduras,HND,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,"Hong Kong SAR, China",HKG,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Hungary,HUN,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,IBRD only,IBD,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Iceland,ISL,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,IDA & IBRD total,IBT,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,IDA blend,IDB,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,IDA only,IDX,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,IDA total,IDA,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,India,IND,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Indonesia,IDN,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,"Iran, Islamic Rep.",IRN,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Iraq,IRQ,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Ireland,IRL,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Isle of Man,IMN,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Israel,ISR,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Italy,ITA,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Jamaica,JAM,..
